Queue n5
Arrival, Service, Wait, Departure
13:58:48.887,0.000149161020290484,0.0,13:58:48.887
14:00:11.425,0.0001226892044171902,0.0,14:00:11.425
14:01:42.042,0.00023069374435146642,0.0,14:01:42.043
14:03:12.027,0.0003622053365976535,0.0,14:03:12.027
14:04:38.302,0.0019297235262525144,0.0,14:04:38.304
14:06:01.392,0.001126861582962704,0.0,14:06:01.394
14:07:41.457,0.0034712642303036164,0.0,14:07:41.460
14:09:07.216,0.0005354754849504851,0.0,14:09:07.217
14:10:44.692,0.00041169161120848264,0.0,14:10:44.693
14:12:08.430,0.0024305594762262695,0.0,14:12:08.432
14:13:47.680,0.003816420547129997,0.0,14:13:47.683
14:15:18.860,0.0015992912817833446,0.0,14:15:18.861
14:16:45.048,0.002380502211935321,0.0,14:16:45.051
14:18:12.262,0.001814752321359467,0.0,14:18:12.263
14:19:48.559,0.0016000063101131049,0.0,14:19:48.560
14:21:20.061,0.003845571244355078,0.0,14:21:20.065
14:22:48.538,0.00492710019509408,0.0,14:22:48.542
14:24:15.177,0.0037002062053839075,0.0,14:24:15.181
14:25:49.953,0.0005735454240469656,0.0,14:25:49.954
14:27:16.218,0.004101753434062007,0.0,14:27:16.223
14:28:55.845,0.001115546873690614,0.0,14:28:55.847
14:29:00.0,0.0025536372487422,0.0,14:29:00.002
14:30:31.031,0.0010392942695212433,0.0,14:30:31.032
14:32:05.855,0.000413581483744672,0.0,14:32:05.856
14:33:29.771,0.0023910974770632357,0.0,14:33:29.774
14:34:58.652,0.0005376364290491115,0.0,14:34:58.652
14:36:35.207,0.0037226341957608757,0.0,14:36:35.210
14:38:08.966,0.0033942434411503982,0.0,14:38:08.970
14:39:39.036,0.0014548563299438897,0.0,14:39:39.038
14:41:16.682,0.0009537412978771094,0.0,14:41:16.683
14:42:47.046,0.0017456029301001577,0.0,14:42:47.047
14:44:21.593,0.0002889599805756379,0.0,14:44:21.593
14:45:41.904,0.00322591655093995,0.0,14:45:41.907
14:47:16.955,0.0065943061555714085,0.0,14:47:16.962
14:48:47.351,0.0029554687510327036,0.0,14:48:47.354
14:50:17.239,0.0005343014379247757,0.0,14:50:17.239
14:51:41.027,0.003944074342639752,0.0,14:51:41.030
14:53:15.794,0.0032243342029879447,0.0,14:53:15.798
14:54:46.135,0.00012851402591974284,0.0,14:54:46.135
14:56:11.849,0.0005135961677424069,0.0,14:56:11.850
14:57:39.811,0.0017399047170817777,0.0,14:57:39.812
14:59:07.597,0.0002888769480697838,0.0,14:59:07.598
